ID Intervenant,ID Client,geometry_intervenant,Permis,geometry_client,distance,duration
710283561,79591205,POINT (1.374591 48.7325587),1.0,POINT (1.3691916 48.7393644),2.1 km,5 mins
810259688,79591205,POINT (1.356134 48.711115),0.0,POINT (1.3691916 48.7393644),4.3 km,13 mins
764144581,79591205,POINT (1.5004603 48.6603812),1.0,POINT (1.3691916 48.7393644),15.4 km,20 mins
78007874,79591205,POINT (1.3803568 48.7389345),1.0,POINT (1.3691916 48.7393644),1.3 km,3 mins
746414886,79591205,POINT (1.1976441 48.7694552),1.0,POINT (1.3691916 48.7393644),15.0 km,20 mins
1452747150,79591205,POINT (1.2531719 48.8432071),0.0,POINT (1.3691916 48.7393644),19.0 km,1 hour 5 mins
78005437,79591205,POINT (1.3562779 48.712418),1.0,POINT (1.3691916 48.7393644),6.7 km,9 mins
213237245,79591205,POINT (1.2411202 48.7632262),1.0,POINT (1.3691916 48.7393644),12.0 km,14 mins
609468992,79591205,POINT (1.2325806 48.6405554),1.0,POINT (1.3691916 48.7393644),20.1 km,21 mins
818696864,79591205,POINT (1.3579211 48.7447023),1.0,POINT (1.3691916 48.7393644),2.7 km,7 mins
813991780,79591205,POINT (1.0731951 48.6927148),1.0,POINT (1.3691916 48.7393644),24.9 km,29 mins
739888851,79591205,POINT (1.303906 48.75186),1.0,POINT (1.3691916 48.7393644),7.1 km,11 mins
78012267,79591205,POINT (1.3719853 48.7292064),1.0,POINT (1.3691916 48.7393644),1.8 km,5 mins
700168298,79591205,POINT (1.210611 48.7580989),1.0,POINT (1.3691916 48.7393644),13.9 km,17 mins
162858075,78865175,POINT (1.3746477 48.7222691),1.0,POINT (1.4998347 48.6631322),14.8 km,20 mins
78007018,78865175,POINT (1.351054 48.689927),1.0,POINT (1.4998347 48.6631322),17.1 km,19 mins
856089133,78865175,POINT (1.5230773 48.6454179),0.0,POINT (1.4998347 48.6631322),3.3 km,12 mins
842621873,78865175,POINT (1.3798422 48.728863),1.0,POINT (1.4998347 48.6631322),12.9 km,18 mins
838320706,78865175,POINT (1.3919715 48.7385156),1.0,POINT (1.4998347 48.6631322),13.8 km,18 mins
776399834,78865175,POINT (1.3414973 48.7272205),1.0,POINT (1.4998347 48.6631322),21.9 km,23 mins
854577575,78865175,POINT (1.3579211 48.7447023),0.0,POINT (1.4998347 48.6631322),17.0 km,56 mins
648993440,78865175,POINT (1.2410824 48.7613818),1.0,POINT (1.4998347 48.6631322),28.7 km,29 mins
888888888,78865175,POINT (1.3796637 48.7209265),1.0,POINT (1.4998347 48.6631322),13.5 km,18 mins
480302361,78865175,POINT (1.3827051 48.7302065),1.0,POINT (1.4998347 48.6631322),12.6 km,18 mins
710283561,78865175,POINT (1.374591 48.7325587),1.0,POINT (1.4998347 48.6631322),13.9 km,18 mins
810259688,78865175,POINT (1.356134 48.711115),0.0,POINT (1.4998347 48.6631322),16.5 km,53 mins
764144581,78865175,POINT (1.5004603 48.6603812),1.0,POINT (1.4998347 48.6631322),0.5 km,1 min
78007874,78865175,POINT (1.3803568 48.7389345),1.0,POINT (1.4998347 48.6631322),13.7 km,17 mins
746414886,78865175,POINT (1.1976441 48.7694552),1.0,POINT (1.4998347 48.6631322),32.0 km,35 mins
1452747150,78865175,POINT (1.2531719 48.8432071),0.0,POINT (1.4998347 48.6631322),32.5 km,1 hour 44 mins
78005437,78865175,POINT (1.3562779 48.712418),1.0,POINT (1.4998347 48.6631322),18.5 km,18 mins
213237245,78865175,POINT (1.2411202 48.7632262),1.0,POINT (1.4998347 48.6631322),28.9 km,29 mins
609468992,78865175,POINT (1.2325806 48.6405554),1.0,POINT (1.4998347 48.6631322),25.0 km,26 mins
818696864,78865175,POINT (1.3579211 48.7447023),1.0,POINT (1.4998347 48.6631322),19.8 km,22 mins
813991780,78865175,POINT (1.0731951 48.6927148),1.0,POINT (1.4998347 48.6631322),42.3 km,41 mins
739888851,78865175,POINT (1.303906 48.75186),1.0,POINT (1.4998347 48.6631322),24.0 km,25 mins
78012267,78865175,POINT (1.3719853 48.7292064),1.0,POINT (1.4998347 48.6631322),13.4 km,19 mins
700168298,78865175,POINT (1.210611 48.7580989),1.0,POINT (1.4998347 48.6631322),30.8 km,31 mins
162858075,863374497,POINT (1.3746477 48.7222691),1.0,POINT (1.3327037 48.7263435),6.2 km,9 mins
78007018,863374497,POINT (1.351054 48.689927),1.0,POINT (1.3327037 48.7263435),7.0 km,10 mins
856089133,863374497,POINT (1.5230773 48.6454179),0.0,POINT (1.3327037 48.7263435),22.4 km,1 hour 17 mins
842621873,863374497,POINT (1.3798422 48.728863),1.0,POINT (1.3327037 48.7263435),4.3 km,9 mins
838320706,863374497,POINT (1.3919715 48.7385156),1.0,POINT (1.3327037 48.7263435),5.5 km,11 mins
776399834,863374497,POINT (1.3414973 48.7272205),1.0,POINT (1.3327037 48.7263435),1.0 km,3 mins
854577575,863374497,POINT (1.3579211 48.7447023),0.0,POINT (1.3327037 48.7263435),4.6 km,16 mins
648993440,863374497,POINT (1.2410824 48.7613818),1.0,POINT (1.3327037 48.7263435),11.1 km,12 mins
888888888,863374497,POINT (1.3796637 48.7209265),1.0,POINT (1.3327037 48.7263435),6.2 km,9 mins
480302361,863374497,POINT (1.3827051 48.7302065),1.0,POINT (1.3327037 48.7263435),4.4 km,10 mins
710283561,863374497,POINT (1.374591 48.7325587),1.0,POINT (1.3327037 48.7263435),3.8 km,8 mins
810259688,863374497,POINT (1.356134 48.711115),0.0,POINT (1.3327037 48.7263435),3.9 km,14 mins
764144581,863374497,POINT (1.5004603 48.6603812),1.0,POINT (1.3327037 48.7263435),21.7 km,22 mins
78007874,863374497,POINT (1.3803568 48.7389345),1.0,POINT (1.3327037 48.7263435),4.6 km,9 mins
746414886,863374497,POINT (1.1976441 48.7694552),1.0,POINT (1.3327037 48.7263435),14.4 km,18 mins
1452747150,863374497,POINT (1.2531719 48.8432071),0.0,POINT (1.3327037 48.7263435),19.9 km,1 hour 6 mins
78005437,863374497,POINT (1.3562779 48.712418),1.0,POINT (1.3327037 48.7263435),4.2 km,6 mins
213237245,863374497,POINT (1.2411202 48.7632262),1.0,POINT (1.3327037 48.7263435),11.4 km,12 mins
609468992,863374497,POINT (1.2325806 48.6405554),1.0,POINT (1.3327037 48.7263435),16.0 km,16 mins
818696864,863374497,POINT (1.3579211 48.7447023),1.0,POINT (1.3327037 48.7263435),3.6 km,8 mins
813991780,863374497,POINT (1.0731951 48.6927148),1.0,POINT (1.3327037 48.7263435),21.3 km,21 mins
739888851,863374497,POINT (1.303906 48.75186),1.0,POINT (1.3327037 48.7263435),6.4 km,9 mins
78012267,863374497,POINT (1.3719853 48.7292064),1.0,POINT (1.3327037 48.7263435),3.8 km,8 mins
700168298,863374497,POINT (1.210611 48.7580989),1.0,POINT (1.3327037 48.7263435),13.2 km,14 mins
162858075,1452775101,POINT (1.3746477 48.7222691),1.0,POINT (1.418432 48.717309),5.4 km,7 mins
78007018,1452775101,POINT (1.351054 48.689927),1.0,POINT (1.418432 48.717309),8.8 km,10 mins
856089133,1452775101,POINT (1.5230773 48.6454179),0.0,POINT (1.418432 48.717309),13.7 km,44 mins
842621873,1452775101,POINT (1.3798422 48.728863),1.0,POINT (1.418432 48.717309),3.7 km,6 mins
838320706,1452775101,POINT (1.3919715 48.7385156),1.0,POINT (1.418432 48.717309),4.6 km,6 mins
776399834,1452775101,POINT (1.3414973 48.7272205),1.0,POINT (1.418432 48.717309),9.3 km,12 mins
854577575,1452775101,POINT (1.3579211 48.7447023),0.0,POINT (1.418432 48.717309),7.8 km,28 mins
648993440,1452775101,POINT (1.2410824 48.7613818),1.0,POINT (1.418432 48.717309),17.4 km,18 mins
888888888,1452775101,POINT (1.3796637 48.7209265),1.0,POINT (1.418432 48.717309),4.3 km,7 mins
480302361,1452775101,POINT (1.3827051 48.7302065),1.0,POINT (1.418432 48.717309),3.4 km,6 mins
710283561,1452775101,POINT (1.374591 48.7325587),1.0,POINT (1.418432 48.717309),4.7 km,6 mins
810259688,1452775101,POINT (1.356134 48.711115),0.0,POINT (1.418432 48.717309),7.0 km,23 mins
764144581,1452775101,POINT (1.5004603 48.6603812),1.0,POINT (1.418432 48.717309),9.3 km,12 mins
78007874,1452775101,POINT (1.3803568 48.7389345),1.0,POINT (1.418432 48.717309),4.5 km,6 mins
746414886,1452775101,POINT (1.1976441 48.7694552),1.0,POINT (1.418432 48.717309),20.6 km,25 mins
1452747150,1452775101,POINT (1.2531719 48.8432071),0.0,POINT (1.418432 48.717309),24.2 km,1 hour 18 mins
78005437,1452775101,POINT (1.3562779 48.712418),1.0,POINT (1.418432 48.717309),6.0 km,6 mins
213237245,1452775101,POINT (1.2411202 48.7632262),1.0,POINT (1.418432 48.717309),17.6 km,19 mins
609468992,1452775101,POINT (1.2325806 48.6405554),1.0,POINT (1.418432 48.717309),19.4 km,19 mins
818696864,1452775101,POINT (1.3579211 48.7447023),1.0,POINT (1.418432 48.717309),8.4 km,12 mins
813991780,1452775101,POINT (1.0731951 48.6927148),1.0,POINT (1.418432 48.717309),29.8 km,30 mins
739888851,1452775101,POINT (1.303906 48.75186),1.0,POINT (1.418432 48.717309),12.6 km,15 mins
78012267,1452775101,POINT (1.3719853 48.7292064),1.0,POINT (1.418432 48.717309),4.2 km,7 mins
700168298,1452775101,POINT (1.210611 48.7580989),1.0,POINT (1.418432 48.717309),19.5 km,21 mins
162858075,1452858131,POINT (1.3746477 48.7222691),1.0,POINT (1.3704169 48.7768008),10.5 km,14 mins
78007018,1452858131,POINT (1.351054 48.689927),1.0,POINT (1.3704169 48.7768008),12.6 km,17 mins
856089133,1452858131,POINT (1.5230773 48.6454179),0.0,POINT (1.3704169 48.7768008),21.2 km,1 hour 11 mins
842621873,1452858131,POINT (1.3798422 48.728863),1.0,POINT (1.3704169 48.7768008),7.7 km,11 mins
838320706,1452858131,POINT (1.3919715 48.7385156),1.0,POINT (1.3704169 48.7768008),6.5 km,8 mins
776399834,1452858131,POINT (1.3414973 48.7272205),1.0,POINT (1.3704169 48.7768008),7.5 km,12 mins
854577575,1452858131,POINT (1.3579211 48.7447023),0.0,POINT (1.3704169 48.7768008),5.5 km,17 mins
648993440,1452858131,POINT (1.2410824 48.7613818),1.0,POINT (1.3704169 48.7768008),14.0 km,15 mins
888888888,1452858131,POINT (1.3796637 48.7209265),1.0,POINT (1.3704169 48.7768008),8.7 km,13 mins
480302361,1452858131,POINT (1.3827051 48.7302065),1.0,POINT (1.3704169 48.7768008),7.6 km,11 mins
710283561,1452858131,POINT (1.374591 48.7325587),1.0,POINT (1.3704169 48.7768008),7.7 km,11 mins
810259688,1452858131,POINT (1.356134 48.711115),0.0,POINT (1.3704169 48.7768008),10.0 km,35 mins
764144581,1452858131,POINT (1.5004603 48.6603812),1.0,POINT (1.3704169 48.7768008),19.8 km,24 mins
78007874,1452858131,POINT (1.3803568 48.7389345),1.0,POINT (1.3704169 48.7768008),6.7 km,8 mins
746414886,1452858131,POINT (1.1976441 48.7694552),1.0,POINT (1.3704169 48.7768008),17.3 km,21 mins
1452747150,1452858131,POINT (1.2531719 48.8432071),0.0,POINT (1.3704169 48.7768008),14.0 km,44 mins
78005437,1452858131,POINT (1.3562779 48.712418),1.0,POINT (1.3704169 48.7768008),9.8 km,13 mins
213237245,1452858131,POINT (1.2411202 48.7632262),1.0,POINT (1.3704169 48.7768008),14.3 km,15 mins
609468992,1452858131,POINT (1.2325806 48.6405554),1.0,POINT (1.3704169 48.7768008),23.2 km,25 mins
818696864,1452858131,POINT (1.3579211 48.7447023),1.0,POINT (1.3704169 48.7768008),5.4 km,9 mins
813991780,1452858131,POINT (1.0731951 48.6927148),1.0,POINT (1.3704169 48.7768008),28.3 km,29 mins
739888851,1452858131,POINT (1.303906 48.75186),1.0,POINT (1.3704169 48.7768008),7.8 km,10 mins
78012267,1452858131,POINT (1.3719853 48.7292064),1.0,POINT (1.3704169 48.7768008),8.2 km,11 mins
700168298,1452858131,POINT (1.210611 48.7580989),1.0,POINT (1.3704169 48.7768008),16.2 km,18 mins
162858075,814940942,POINT (1.3746477 48.7222691),1.0,POINT (1.3706892 48.7331743),2.7 km,7 mins
78007018,814940942,POINT (1.351054 48.689927),1.0,POINT (1.3706892 48.7331743),8.6 km,11 mins
856089133,814940942,POINT (1.5230773 48.6454179),0.0,POINT (1.3706892 48.7331743),17.7 km,1 hour 0 mins
842621873,814940942,POINT (1.3798422 48.728863),1.0,POINT (1.3706892 48.7331743),1.0 km,3 mins
838320706,814940942,POINT (1.3919715 48.7385156),1.0,POINT (1.3706892 48.7331743),2.2 km,5 mins
776399834,814940942,POINT (1.3414973 48.7272205),1.0,POINT (1.3706892 48.7331743),3.7 km,9 mins
854577575,814940942,POINT (1.3579211 48.7447023),0.0,POINT (1.3706892 48.7331743),2.8 km,11 mins
648993440,814940942,POINT (1.2410824 48.7613818),1.0,POINT (1.3706892 48.7331743),13.0 km,16 mins
888888888,814940942,POINT (1.3796637 48.7209265),1.0,POINT (1.3706892 48.7331743),2.1 km,5 mins
480302361,814940942,POINT (1.3827051 48.7302065),1.0,POINT (1.3706892 48.7331743),1.1 km,3 mins
710283561,814940942,POINT (1.374591 48.7325587),1.0,POINT (1.3706892 48.7331743),1.0 km,3 mins
810259688,814940942,POINT (1.356134 48.711115),0.0,POINT (1.3706892 48.7331743),3.7 km,12 mins
764144581,814940942,POINT (1.5004603 48.6603812),1.0,POINT (1.3706892 48.7331743),13.6 km,18 mins
78007874,814940942,POINT (1.3803568 48.7389345),1.0,POINT (1.3706892 48.7331743),1.2 km,3 mins
746414886,814940942,POINT (1.1976441 48.7694552),1.0,POINT (1.3706892 48.7331743),16.2 km,22 mins
1452747150,814940942,POINT (1.2531719 48.8432071),0.0,POINT (1.3706892 48.7331743),21.0 km,1 hour 7 mins
78005437,814940942,POINT (1.3562779 48.712418),1.0,POINT (1.3706892 48.7331743),3.3 km,7 mins
213237245,814940942,POINT (1.2411202 48.7632262),1.0,POINT (1.3706892 48.7331743),13.2 km,17 mins
609468992,814940942,POINT (1.2325806 48.6405554),1.0,POINT (1.3706892 48.7331743),19.2 km,20 mins
818696864,814940942,POINT (1.3579211 48.7447023),1.0,POINT (1.3706892 48.7331743),5.5 km,9 mins
813991780,814940942,POINT (1.0731951 48.6927148),1.0,POINT (1.3706892 48.7331743),24.5 km,28 mins
739888851,814940942,POINT (1.303906 48.75186),1.0,POINT (1.3706892 48.7331743),8.2 km,13 mins
78012267,814940942,POINT (1.3719853 48.7292064),1.0,POINT (1.3706892 48.7331743),1.0 km,3 mins
700168298,814940942,POINT (1.210611 48.7580989),1.0,POINT (1.3706892 48.7331743),15.1 km,19 mins
162858075,714782168,POINT (1.3746477 48.7222691),1.0,POINT (1.3694258 48.7401583),3.2 km,8 mins
78007018,714782168,POINT (1.351054 48.689927),1.0,POINT (1.3694258 48.7401583),9.5 km,13 mins
856089133,714782168,POINT (1.5230773 48.6454179),0.0,POINT (1.3694258 48.7401583),18.8 km,1 hour 2 mins
842621873,714782168,POINT (1.3798422 48.728863),1.0,POINT (1.3694258 48.7401583),1.9 km,5 mins
838320706,714782168,POINT (1.3919715 48.7385156),1.0,POINT (1.3694258 48.7401583),2.2 km,4 mins
776399834,714782168,POINT (1.3414973 48.7272205),1.0,POINT (1.3694258 48.7401583),4.2 km,10 mins
854577575,714782168,POINT (1.3579211 48.7447023),0.0,POINT (1.3694258 48.7401583),1.7 km,6 mins
648993440,714782168,POINT (1.2410824 48.7613818),1.0,POINT (1.3694258 48.7401583),11.8 km,14 mins
888888888,714782168,POINT (1.3796637 48.7209265),1.0,POINT (1.3694258 48.7401583),2.9 km,7 mins
480302361,714782168,POINT (1.3827051 48.7302065),1.0,POINT (1.3694258 48.7401583),1.9 km,6 mins
710283561,714782168,POINT (1.374591 48.7325587),1.0,POINT (1.3694258 48.7401583),2.2 km,5 mins
810259688,714782168,POINT (1.356134 48.711115),0.0,POINT (1.3694258 48.7401583),4.4 km,14 mins
764144581,714782168,POINT (1.5004603 48.6603812),1.0,POINT (1.3694258 48.7401583),15.5 km,20 mins
78007874,714782168,POINT (1.3803568 48.7389345),1.0,POINT (1.3694258 48.7401583),1.3 km,3 mins
746414886,714782168,POINT (1.1976441 48.7694552),1.0,POINT (1.3694258 48.7401583),15.1 km,20 mins
1452747150,714782168,POINT (1.2531719 48.8432071),0.0,POINT (1.3694258 48.7401583),19.7 km,1 hour 1 min
78005437,714782168,POINT (1.3562779 48.712418),1.0,POINT (1.3694258 48.7401583),6.7 km,9 mins
213237245,714782168,POINT (1.2411202 48.7632262),1.0,POINT (1.3694258 48.7401583),12.0 km,14 mins
609468992,714782168,POINT (1.2325806 48.6405554),1.0,POINT (1.3694258 48.7401583),20.1 km,22 mins
818696864,714782168,POINT (1.3579211 48.7447023),1.0,POINT (1.3694258 48.7401583),2.7 km,7 mins
813991780,714782168,POINT (1.0731951 48.6927148),1.0,POINT (1.3694258 48.7401583),25.0 km,29 mins
739888851,714782168,POINT (1.303906 48.75186),1.0,POINT (1.3694258 48.7401583),7.1 km,11 mins
78012267,714782168,POINT (1.3719853 48.7292064),1.0,POINT (1.3694258 48.7401583),1.9 km,5 mins
700168298,714782168,POINT (1.210611 48.7580989),1.0,POINT (1.3694258 48.7401583),13.9 km,17 mins
162858075,751920795,POINT (1.3746477 48.7222691),1.0,POINT (1.3672421 48.7338212),2.4 km,6 mins
78007018,751920795,POINT (1.351054 48.689927),1.0,POINT (1.3672421 48.7338212),5.7 km,10 mins
856089133,751920795,POINT (1.5230773 48.6454179),0.0,POINT (1.3672421 48.7338212),18.7 km,1 hour 3 mins
842621873,751920795,POINT (1.3798422 48.728863),1.0,POINT (1.3672421 48.7338212),1.8 km,5 mins
838320706,751920795,POINT (1.3919715 48.7385156),1.0,POINT (1.3672421 48.7338212),3.0 km,6 mins
776399834,751920795,POINT (1.3414973 48.7272205),1.0,POINT (1.3672421 48.7338212),3.3 km,8 mins
854577575,751920795,POINT (1.3579211 48.7447023),0.0,POINT (1.3672421 48.7338212),1.9 km,9 mins
648993440,751920795,POINT (1.2410824 48.7613818),1.0,POINT (1.3672421 48.7338212),12.6 km,15 mins
888888888,751920795,POINT (1.3796637 48.7209265),1.0,POINT (1.3672421 48.7338212),2.3 km,6 mins
480302361,751920795,POINT (1.3827051 48.7302065),1.0,POINT (1.3672421 48.7338212),1.9 km,5 mins
710283561,751920795,POINT (1.374591 48.7325587),1.0,POINT (1.3672421 48.7338212),1.3 km,3 mins
810259688,751920795,POINT (1.356134 48.711115),0.0,POINT (1.3672421 48.7338212),3.6 km,11 mins
764144581,751920795,POINT (1.5004603 48.6603812),1.0,POINT (1.3672421 48.7338212),14.4 km,20 mins
78007874,751920795,POINT (1.3803568 48.7389345),1.0,POINT (1.3672421 48.7338212),2.0 km,5 mins
746414886,751920795,POINT (1.1976441 48.7694552),1.0,POINT (1.3672421 48.7338212),15.9 km,22 mins
1452747150,751920795,POINT (1.2531719 48.8432071),0.0,POINT (1.3672421 48.7338212),19.3 km,1 hour 8 mins
78005437,751920795,POINT (1.3562779 48.712418),1.0,POINT (1.3672421 48.7338212),2.9 km,6 mins
213237245,751920795,POINT (1.2411202 48.7632262),1.0,POINT (1.3672421 48.7338212),12.9 km,16 mins
609468992,751920795,POINT (1.2325806 48.6405554),1.0,POINT (1.3672421 48.7338212),16.4 km,19 mins
818696864,751920795,POINT (1.3579211 48.7447023),1.0,POINT (1.3672421 48.7338212),3.0 km,10 mins
813991780,751920795,POINT (1.0731951 48.6927148),1.0,POINT (1.3672421 48.7338212),24.2 km,27 mins
739888851,751920795,POINT (1.303906 48.75186),1.0,POINT (1.3672421 48.7338212),7.9 km,12 mins
78012267,751920795,POINT (1.3719853 48.7292064),1.0,POINT (1.3672421 48.7338212),1.2 km,4 mins
700168298,751920795,POINT (1.210611 48.7580989),1.0,POINT (1.3672421 48.7338212),14.7 km,18 mins
162858075,99999999,POINT (1.3746477 48.7222691),1.0,POINT (1.3990408 48.747275),7.3 km,10 mins
78007018,99999999,POINT (1.351054 48.689927),1.0,POINT (1.3990408 48.747275),10.7 km,13 mins
856089133,99999999,POINT (1.5230773 48.6454179),0.0,POINT (1.3990408 48.747275),17.0 km,55 mins
842621873,99999999,POINT (1.3798422 48.728863),1.0,POINT (1.3990408 48.747275),4.5 km,7 mins
838320706,99999999,POINT (1.3919715 48.7385156),1.0,POINT (1.3990408 48.747275),3.3 km,5 mins
776399834,99999999,POINT (1.3414973 48.7272205),1.0,POINT (1.3990408 48.747275),7.9 km,11 mins
854577575,99999999,POINT (1.3579211 48.7447023),0.0,POINT (1.3990408 48.747275),4.5 km,16 mins
648993440,99999999,POINT (1.2410824 48.7613818),1.0,POINT (1.3990408 48.747275),14.4 km,14 mins
888888888,99999999,POINT (1.3796637 48.7209265),1.0,POINT (1.3990408 48.747275),5.5 km,9 mins
480302361,99999999,POINT (1.3827051 48.7302065),1.0,POINT (1.3990408 48.747275),4.4 km,7 mins
710283561,99999999,POINT (1.374591 48.7325587),1.0,POINT (1.3990408 48.747275),4.5 km,7 mins
810259688,99999999,POINT (1.356134 48.711115),0.0,POINT (1.3990408 48.747275),6.8 km,22 mins
764144581,99999999,POINT (1.5004603 48.6603812),1.0,POINT (1.3990408 48.747275),15.5 km,19 mins
78007874,99999999,POINT (1.3803568 48.7389345),1.0,POINT (1.3990408 48.747275),3.4 km,5 mins
746414886,99999999,POINT (1.1976441 48.7694552),1.0,POINT (1.3990408 48.747275),17.6 km,20 mins
1452747150,99999999,POINT (1.2531719 48.8432071),0.0,POINT (1.3990408 48.747275),20.5 km,1 hour 5 mins
78005437,99999999,POINT (1.3562779 48.712418),1.0,POINT (1.3990408 48.747275),7.9 km,9 mins
213237245,99999999,POINT (1.2411202 48.7632262),1.0,POINT (1.3990408 48.747275),14.6 km,14 mins
609468992,99999999,POINT (1.2325806 48.6405554),1.0,POINT (1.3990408 48.747275),21.3 km,22 mins
818696864,99999999,POINT (1.3579211 48.7447023),1.0,POINT (1.3990408 48.747275),5.4 km,7 mins
813991780,99999999,POINT (1.0731951 48.6927148),1.0,POINT (1.3990408 48.747275),28.7 km,28 mins
739888851,99999999,POINT (1.303906 48.75186),1.0,POINT (1.3990408 48.747275),9.7 km,11 mins
78012267,99999999,POINT (1.3719853 48.7292064),1.0,POINT (1.3990408 48.747275),5.0 km,8 mins
700168298,99999999,POINT (1.210611 48.7580989),1.0,POINT (1.3990408 48.747275),16.5 km,17 mins
162858075,463037458,POINT (1.3746477 48.7222691),1.0,POINT (1.4034102 48.7683067),8.6 km,12 mins
78007018,463037458,POINT (1.351054 48.689927),1.0,POINT (1.4034102 48.7683067),11.9 km,15 mins
856089133,463037458,POINT (1.5230773 48.6454179),0.0,POINT (1.4034102 48.7683067),18.4 km,1 hour 2 mins
842621873,463037458,POINT (1.3798422 48.728863),1.0,POINT (1.4034102 48.7683067),5.8 km,10 mins
838320706,463037458,POINT (1.3919715 48.7385156),1.0,POINT (1.4034102 48.7683067),4.6 km,7 mins
776399834,463037458,POINT (1.3414973 48.7272205),1.0,POINT (1.4034102 48.7683067),10.5 km,15 mins
854577575,463037458,POINT (1.3579211 48.7447023),0.0,POINT (1.4034102 48.7683067),5.7 km,19 mins
648993440,463037458,POINT (1.2410824 48.7613818),1.0,POINT (1.4034102 48.7683067),15.7 km,16 mins
888888888,463037458,POINT (1.3796637 48.7209265),1.0,POINT (1.4034102 48.7683067),6.7 km,12 mins
480302361,463037458,POINT (1.3827051 48.7302065),1.0,POINT (1.4034102 48.7683067),5.7 km,10 mins
710283561,463037458,POINT (1.374591 48.7325587),1.0,POINT (1.4034102 48.7683067),5.8 km,9 mins
810259688,463037458,POINT (1.356134 48.711115),0.0,POINT (1.4034102 48.7683067),8.9 km,27 mins
764144581,463037458,POINT (1.5004603 48.6603812),1.0,POINT (1.4034102 48.7683067),17.0 km,23 mins
78007874,463037458,POINT (1.3803568 48.7389345),1.0,POINT (1.4034102 48.7683067),4.8 km,7 mins
746414886,463037458,POINT (1.1976441 48.7694552),1.0,POINT (1.4034102 48.7683067),19.0 km,23 mins
1452747150,463037458,POINT (1.2531719 48.8432071),0.0,POINT (1.4034102 48.7683067),16.7 km,54 mins
78005437,463037458,POINT (1.3562779 48.712418),1.0,POINT (1.4034102 48.7683067),9.1 km,11 mins
213237245,463037458,POINT (1.2411202 48.7632262),1.0,POINT (1.4034102 48.7683067),15.9 km,17 mins
609468992,463037458,POINT (1.2325806 48.6405554),1.0,POINT (1.4034102 48.7683067),22.5 km,24 mins
818696864,463037458,POINT (1.3579211 48.7447023),1.0,POINT (1.4034102 48.7683067),6.8 km,10 mins
813991780,463037458,POINT (1.0731951 48.6927148),1.0,POINT (1.4034102 48.7683067),30.0 km,31 mins
739888851,463037458,POINT (1.303906 48.75186),1.0,POINT (1.4034102 48.7683067),11.0 km,13 mins
78012267,463037458,POINT (1.3719853 48.7292064),1.0,POINT (1.4034102 48.7683067),6.3 km,10 mins
700168298,463037458,POINT (1.210611 48.7580989),1.0,POINT (1.4034102 48.7683067),17.8 km,19 mins
162858075,662280369,POINT (1.3746477 48.7222691),1.0,POINT (1.498339 48.663093),14.7 km,19 mins
78007018,662280369,POINT (1.351054 48.689927),1.0,POINT (1.498339 48.663093),17.0 km,19 mins
856089133,662280369,POINT (1.5230773 48.6454179),0.0,POINT (1.498339 48.663093),3.4 km,12 mins
842621873,662280369,POINT (1.3798422 48.728863),1.0,POINT (1.498339 48.663093),12.8 km,17 mins
838320706,662280369,POINT (1.3919715 48.7385156),1.0,POINT (1.498339 48.663093),13.7 km,17 mins
776399834,662280369,POINT (1.3414973 48.7272205),1.0,POINT (1.498339 48.663093),21.8 km,23 mins
854577575,662280369,POINT (1.3579211 48.7447023),0.0,POINT (1.498339 48.663093),17.1 km,56 mins
648993440,662280369,POINT (1.2410824 48.7613818),1.0,POINT (1.498339 48.663093),28.8 km,29 mins
888888888,662280369,POINT (1.3796637 48.7209265),1.0,POINT (1.498339 48.663093),13.4 km,18 mins
480302361,662280369,POINT (1.3827051 48.7302065),1.0,POINT (1.498339 48.663093),12.5 km,18 mins
710283561,662280369,POINT (1.374591 48.7325587),1.0,POINT (1.498339 48.663093),13.8 km,17 mins
810259688,662280369,POINT (1.356134 48.711115),0.0,POINT (1.498339 48.663093),16.4 km,52 mins
764144581,662280369,POINT (1.5004603 48.6603812),1.0,POINT (1.498339 48.663093),0.6 km,1 min
78007874,662280369,POINT (1.3803568 48.7389345),1.0,POINT (1.498339 48.663093),13.6 km,17 mins
746414886,662280369,POINT (1.1976441 48.7694552),1.0,POINT (1.498339 48.663093),32.0 km,35 mins
1452747150,662280369,POINT (1.2531719 48.8432071),0.0,POINT (1.498339 48.663093),32.6 km,1 hour 44 mins
78005437,662280369,POINT (1.3562779 48.712418),1.0,POINT (1.498339 48.663093),18.4 km,17 mins
213237245,662280369,POINT (1.2411202 48.7632262),1.0,POINT (1.498339 48.663093),29.0 km,29 mins
609468992,662280369,POINT (1.2325806 48.6405554),1.0,POINT (1.498339 48.663093),24.9 km,25 mins
818696864,662280369,POINT (1.3579211 48.7447023),1.0,POINT (1.498339 48.663093),19.9 km,22 mins
813991780,662280369,POINT (1.0731951 48.6927148),1.0,POINT (1.498339 48.663093),42.2 km,41 mins
739888851,662280369,POINT (1.303906 48.75186),1.0,POINT (1.498339 48.663093),24.1 km,26 mins
78012267,662280369,POINT (1.3719853 48.7292064),1.0,POINT (1.498339 48.663093),13.3 km,19 mins
700168298,662280369,POINT (1.210611 48.7580989),1.0,POINT (1.498339 48.663093),30.9 km,32 mins
162858075,297413132,POINT (1.3746477 48.7222691),1.0,POINT (1.5170344 48.6386578),23.8 km,22 mins
