ID Client 1,ID Client 2,geometry_client_1,geometry_client_2,distance_car,duration_car,distance_bike,duration_bike
560575760,728081901,POINT (1.4349048 48.8507847),POINT (1.2023007 48.7573959),30093,1912,23645,5049
88588548,728081901,POINT (1.3501338 48.7386408),POINT (1.2023007 48.7573959),14738,1162,16216,3015
458296232,728081901,POINT (1.4188566 48.7488812),POINT (1.2023007 48.7573959),19084,1319,22011,4297
691319767,728081901,POINT (1.3320168 48.7294692),POINT (1.2023007 48.7573959),16416,1181,13993,2563
197278699,728081901,POINT (1.2355952 48.5868825),POINT (1.2023007 48.7573959),23542,1439,23767,4469
628015504,728081901,POINT (1.3327037 48.7263435),POINT (1.2023007 48.7573959),16764,1174,14362,2645
79591205,728081901,POINT (1.3691916 48.7393644),POINT (1.2023007 48.7573959),16009,1197,17323,3368
78865175,728081901,POINT (1.4998347 48.6631322),POINT (1.2023007 48.7573959),32141,2227,30858,6077
863374497,728081901,POINT (1.3327037 48.7263435),POINT (1.2023007 48.7573959),16764,1174,14362,2645
1452775101,728081901,POINT (1.418432 48.717309),POINT (1.2023007 48.7573959),21966,1565,22318,4561
1452858131,728081901,POINT (1.3704169 48.7768008),POINT (1.2023007 48.7573959),18220,1321,14618,2987
814940942,728081901,POINT (1.3706892 48.7331743),POINT (1.2023007 48.7573959),17438,1439,17578,3402
714782168,728081901,POINT (1.3694258 48.7401583),POINT (1.2023007 48.7573959),16041,1200,17438,3407
751920795,728081901,POINT (1.3672421 48.7338212),POINT (1.2023007 48.7573959),16783,1363,17539,3440
99999999,728081901,POINT (1.3990408 48.747275),POINT (1.2023007 48.7573959),17494,1191,20096,3893
463037458,728081901,POINT (1.4034102 48.7683067),POINT (1.2023007 48.7573959),19604,1356,17319,3497
662280369,728081901,POINT (1.498339 48.663093),POINT (1.2023007 48.7573959),32210,2245,30750,6056
297413132,728081901,POINT (1.5170344 48.6386578),POINT (1.2023007 48.7573959),39966,2440,34062,6632
607763952,728081901,POINT (1.4212087 48.7484748),POINT (1.2023007 48.7573959),19092,1337,22019,4367
481413999,728081901,POINT (1.4167695 48.6649744),POINT (1.2023007 48.7573959),28654,1897,24063,4684
712664807,728081901,POINT (1.370889 48.736134),POINT (1.2023007 48.7573959),16449,1285,17618,3458
569769242,728081901,POINT (1.3677647 48.7253435),POINT (1.2023007 48.7573959),17473,1415,17613,3406
584983158,728081901,POINT (1.2833024 48.7316474),POINT (1.2023007 48.7573959),10601,876,8705,1583
793803218,728081901,POINT (1.3505018 48.7380023),POINT (1.2023007 48.7573959),14736,1126,15895,2965
772073740,728081901,POINT (1.5335032 48.7169867),POINT (1.2023007 48.7573959),31104,1883,31893,6307
559475456,315244686,POINT (1.3756893 48.7210523),POINT (1.3637436 48.732218),1839,248,1839,380
559277088,315244686,POINT (1.3756893 48.7210523),POINT (1.3637436 48.732218),1839,248,1839,380
87852633,315244686,POINT (1.4987735 48.691944),POINT (1.3637436 48.732218),13546,1141,14440,2888
243033408,315244686,POINT (1.332848 48.726393),POINT (1.3637436 48.732218),2657,306,2691,479
817127257,315244686,POINT (1.3833051 48.7249427),POINT (1.3637436 48.732218),2226,300,2737,532
480337694,315244686,POINT (1.3390499 48.7297346),POINT (1.3637436 48.732218),2284,344,2284,386
87274454,315244686,POINT (1.465217 48.6745197),POINT (1.3637436 48.732218),11114,980,12684,2716
541258495,315244686,POINT (1.2034312 48.771986),POINT (1.3637436 48.732218),15050,1171,16154,3231
522099746,315244686,POINT (1.3745039 48.7290588),POINT (1.3637436 48.732218),1360,185,1307,277
192451998,315244686,POINT (1.3327037 48.7263435),POINT (1.3637436 48.732218),2668,307,2689,479
552306887,315244686,POINT (1.3748625 48.7296135),POINT (1.3637436 48.732218),1298,177,1298,287
803656603,315244686,POINT (1.3819999 48.7236),POINT (1.3637436 48.732218),2349,300,2424,518
446362468,315244686,POINT (1.436412 48.7251381),POINT (1.3637436 48.732218),6816,803,7308,1561
213156949,315244686,POINT (1.3400246 48.7286767),POINT (1.3637436 48.732218),2315,346,2315,386
867813356,315244686,POINT (1.2796346 48.6692689),POINT (1.3637436 48.732218),11474,758,10807,1917
658302934,315244686,POINT (1.3825654 48.7399113),POINT (1.3637436 48.732218),2146,272,2091,423
78899980,315244686,POINT (1.3760534 48.7188515),POINT (1.3637436 48.732218),2045,274,2045,439
197274024,315244686,POINT (1.3616833 48.7136486),POINT (1.3637436 48.732218),2247,281,2413,414
466678534,315244686,POINT (1.421348 48.7471879),POINT (1.3637436 48.732218),6025,588,5711,1261
658187452,315244686,POINT (1.3386537 48.7258805),POINT (1.3637436 48.732218),3022,389,2951,473
522610892,315244686,POINT (1.3680115 48.7386889),POINT (1.3637436 48.732218),1548,269,1548,314
530138806,315244686,POINT (1.3463394 48.7384591),POINT (1.3637436 48.732218),2115,285,2115,381
78691334,315244686,POINT (1.333307 48.705077),POINT (1.3637436 48.732218),4381,436,4437,863
78867322,315244686,POINT (1.3750785 48.7210831),POINT (1.3637436 48.732218),1808,274,1808,406
560575760,315244686,POINT (1.4349048 48.8507847),POINT (1.3637436 48.732218),16862,1156,20404,4335
88588548,315244686,POINT (1.3501338 48.7386408),POINT (1.3637436 48.732218),2434,352,2434,440
458296232,315244686,POINT (1.4188566 48.7488812),POINT (1.3637436 48.732218),6146,597,5832,1238
691319767,315244686,POINT (1.3320168 48.7294692),POINT (1.3637436 48.732218),2655,348,2676,443
197278699,315244686,POINT (1.2355952 48.5868825),POINT (1.3637436 48.732218),21000,1323,25317,4536
628015504,315244686,POINT (1.3327037 48.7263435),POINT (1.3637436 48.732218),2668,307,2689,479
79591205,315244686,POINT (1.3691916 48.7393644),POINT (1.3637436 48.732218),1690,295,1690,360
78865175,315244686,POINT (1.4998347 48.6631322),POINT (1.3637436 48.732218),14179,1175,15178,3081
863374497,315244686,POINT (1.3327037 48.7263435),POINT (1.3637436 48.732218),2668,307,2689,479
1452775101,315244686,POINT (1.418432 48.717309),POINT (1.3637436 48.732218),4967,483,5686,1352
1452858131,315244686,POINT (1.3704169 48.7768008),POINT (1.3637436 48.732218),8281,693,6798,1629
814940942,315244686,POINT (1.3706892 48.7331743),POINT (1.3637436 48.732218),946,167,946,193
714782168,315244686,POINT (1.3694258 48.7401583),POINT (1.3637436 48.732218),1806,313,1806,399
751920795,315244686,POINT (1.3672421 48.7338212),POINT (1.3637436 48.732218),907,205,907,231
99999999,315244686,POINT (1.3990408 48.747275),POINT (1.3637436 48.732218),4556,469,3916,835
463037458,315244686,POINT (1.4034102 48.7683067),POINT (1.3637436 48.732218),6373,601,7187,1425
662280369,315244686,POINT (1.498339 48.663093),POINT (1.3637436 48.732218),14071,1160,15242,3162
297413132,315244686,POINT (1.5170344 48.6386578),POINT (1.3637436 48.732218),23799,1413,19298,3799
607763952,315244686,POINT (1.4212087 48.7484748),POINT (1.3637436 48.732218),6154,615,5839,1309
481413999,315244686,POINT (1.4167695 48.6649744),POINT (1.3637436 48.732218),12486,870,10115,1974
712664807,315244686,POINT (1.370889 48.736134),POINT (1.3637436 48.732218),1457,326,1336,360
569769242,315244686,POINT (1.3677647 48.7253435),POINT (1.3637436 48.732218),981,143,981,198
584983158,315244686,POINT (1.2833024 48.7316474),POINT (1.3637436 48.732218),8688,638,6805,1253
793803218,315244686,POINT (1.3505018 48.7380023),POINT (1.3637436 48.732218),2013,276,2013,379
772073740,315244686,POINT (1.5335032 48.7169867),POINT (1.3637436 48.732218),18166,1162,15476,3083
728081901,315244686,POINT (1.2023007 48.7573959),POINT (1.3637436 48.732218),16172,1176,16299,3046
559475456,82135699,POINT (1.3756893 48.7210523),POINT (1.376304 48.719157),337,78,337,81
559277088,82135699,POINT (1.3756893 48.7210523),POINT (1.376304 48.719157),337,78,337,81
87852633,82135699,POINT (1.4987735 48.691944),POINT (1.376304 48.719157),13172,964,13091,2626
243033408,82135699,POINT (1.332848 48.726393),POINT (1.376304 48.719157),5801,487,4675,1052
817127257,82135699,POINT (1.3833051 48.7249427),POINT (1.376304 48.719157),1150,184,1150,218
480337694,82135699,POINT (1.3390499 48.7297346),POINT (1.376304 48.719157),5484,535,4268,958
87274454,82135699,POINT (1.465217 48.6745197),POINT (1.376304 48.719157),10740,803,10397,2316
541258495,82135699,POINT (1.2034312 48.771986),POINT (1.376304 48.719157),18250,1362,18138,3804
522099746,82135699,POINT (1.3745039 48.7290588),POINT (1.376304 48.719157),1728,260,1538,330
192451998,82135699,POINT (1.3327037 48.7263435),POINT (1.376304 48.719157),5789,486,4672,1051
552306887,82135699,POINT (1.3748625 48.7296135),POINT (1.376304 48.719157),1787,272,1597,340
803656603,82135699,POINT (1.3819999 48.7236),POINT (1.376304 48.719157),870,151,870,219
446362468,82135699,POINT (1.436412 48.7251381),POINT (1.376304 48.719157),6442,626,5836,1337
213156949,82135699,POINT (1.3400246 48.7286767),POINT (1.376304 48.719157),5515,537,4299,958
867813356,82135699,POINT (1.2796346 48.6692689),POINT (1.376304 48.719157),12538,815,11583,2389
658302934,82135699,POINT (1.3825654 48.7399113),POINT (1.376304 48.719157),3733,317,3677,838
78899980,82135699,POINT (1.3760534 48.7188515),POINT (1.376304 48.719157),34,5,34,6
197274024,82135699,POINT (1.3616833 48.7136486),POINT (1.376304 48.719157),2320,233,1746,378
466678534,82135699,POINT (1.421348 48.7471879),POINT (1.376304 48.719157),5874,556,6037,1417
658187452,82135699,POINT (1.3386537 48.7258805),POINT (1.376304 48.719157),5332,508,4934,1045
522610892,82135699,POINT (1.3680115 48.7386889),POINT (1.376304 48.719157),3497,531,2753,753
530138806,82135699,POINT (1.3463394 48.7384591),POINT (1.376304 48.719157),4064,548,4099,953
78691334,82135699,POINT (1.333307 48.705077),POINT (1.376304 48.719157),5055,512,4874,1210
78867322,82135699,POINT (1.3750785 48.7210831),POINT (1.376304 48.719157),285,53,285,50
560575760,82135699,POINT (1.4349048 48.8507847),POINT (1.376304 48.719157),18395,1185,18712,3945
88588548,82135699,POINT (1.3501338 48.7386408),POINT (1.376304 48.719157),4382,614,4417,1012
458296232,82135699,POINT (1.4188566 48.7488812),POINT (1.376304 48.719157),5995,565,6158,1394
691319767,82135699,POINT (1.3320168 48.7294692),POINT (1.376304 48.719157),5855,539,4660,1016
197278699,82135699,POINT (1.2355952 48.5868825),POINT (1.376304 48.719157),20098,1240,22262,4274
628015504,82135699,POINT (1.3327037 48.7263435),POINT (1.376304 48.719157),5789,486,4672,1051
79591205,82135699,POINT (1.3691916 48.7393644),POINT (1.376304 48.719157),4455,402,2895,800
78865175,82135699,POINT (1.4998347 48.6631322),POINT (1.376304 48.719157),13805,999,13829,2819
863374497,82135699,POINT (1.3327037 48.7263435),POINT (1.376304 48.719157),5789,486,4672,1051
1452775101,82135699,POINT (1.418432 48.717309),POINT (1.376304 48.719157),4593,307,4012,1087
1452858131,82135699,POINT (1.3704169 48.7768008),POINT (1.376304 48.719157),9814,723,8491,2160
814940942,82135699,POINT (1.3706892 48.7331743),POINT (1.376304 48.719157),2279,345,2314,611
714782168,82135699,POINT (1.3694258 48.7401583),POINT (1.376304 48.719157),4522,408,3010,839
751920795,82135699,POINT (1.3672421 48.7338212),POINT (1.376304 48.719157),2240,384,2275,649
99999999,82135699,POINT (1.3990408 48.747275),POINT (1.376304 48.719157),5899,485,4242,991
463037458,82135699,POINT (1.4034102 48.7683067),POINT (1.376304 48.719157),7907,630,8854,2017
662280369,82135699,POINT (1.498339 48.663093),POINT (1.376304 48.719157),13698,983,13893,2900
297413132,82135699,POINT (1.5170344 48.6386578),POINT (1.376304 48.719157),22920,1231,17405,3414
607763952,82135699,POINT (1.4212087 48.7484748),POINT (1.376304 48.719157),6003,583,6166,1465
481413999,82135699,POINT (1.4167695 48.6649744),POINT (1.376304 48.719157),11607,688,8223,1589
712664807,82135699,POINT (1.370889 48.736134),POINT (1.376304 48.719157),4680,460,3016,793
569769242,82135699,POINT (1.3677647 48.7253435),POINT (1.376304 48.719157),1114,156,1149,277
584983158,82135699,POINT (1.2833024 48.7316474),POINT (1.376304 48.719157),9626,772,8789,1825
793803218,82135699,POINT (1.3505018 48.7380023),POINT (1.376304 48.719157),3962,538,3996,951
772073740,82135699,POINT (1.5335032 48.7169867),POINT (1.376304 48.719157),14499,1155,13893,2821
728081901,82135699,POINT (1.2023007 48.7573959),POINT (1.376304 48.719157),19371,1366,18283,3618
315244686,82135699,POINT (1.3637436 48.732218),POINT (1.376304 48.719157),1949,262,1984,572
559475456,97922195,POINT (1.3756893 48.7210523),POINT (1.360915 48.725503),2520,316,1898,502
559277088,97922195,POINT (1.3756893 48.7210523),POINT (1.360915 48.725503),2520,316,1898,502
87852633,97922195,POINT (1.4987735 48.691944),POINT (1.360915 48.725503),14227,1208,15121,3017
243033408,97922195,POINT (1.332848 48.726393),POINT (1.360915 48.725503),3907,333,3394,656
817127257,97922195,POINT (1.3833051 48.7249427),POINT (1.360915 48.725503),2907,367,3418,661
480337694,97922195,POINT (1.3390499 48.7297346),POINT (1.360915 48.725503),3591,379,3125,555
87274454,97922195,POINT (1.465217 48.6745197),POINT (1.360915 48.725503),11795,1047,13365,2845
541258495,97922195,POINT (1.2034312 48.771986),POINT (1.360915 48.725503),16356,1206,16995,3400
522099746,97922195,POINT (1.3745039 48.7290588),POINT (1.360915 48.725503),2041,253,1988,406
192451998,97922195,POINT (1.3327037 48.7263435),POINT (1.360915 48.725503),3896,332,3396,656
552306887,97922195,POINT (1.3748625 48.7296135),POINT (1.360915 48.725503),1979,244,1979,415
803656603,97922195,POINT (1.3819999 48.7236),POINT (1.360915 48.725503),3030,368,2389,647
446362468,97922195,POINT (1.436412 48.7251381),POINT (1.360915 48.725503),7497,870,7989,1689
213156949,97922195,POINT (1.3400246 48.7286767),POINT (1.360915 48.725503),3621,381,3156,555
867813356,97922195,POINT (1.2796346 48.6692689),POINT (1.360915 48.725503),10644,660,10265,1874
658302934,97922195,POINT (1.3825654 48.7399113),POINT (1.360915 48.725503),2827,339,2772,551
78899980,97922195,POINT (1.3760534 48.7188515),POINT (1.360915 48.725503),2726,341,2104,561
197274024,97922195,POINT (1.3616833 48.7136486),POINT (1.360915 48.725503),2176,203,1701,343
466678534,97922195,POINT (1.421348 48.7471879),POINT (1.360915 48.725503),6706,656,6392,1389
658187452,97922195,POINT (1.3386537 48.7258805),POINT (1.360915 48.725503),3439,353,2394,546
522610892,97922195,POINT (1.3680115 48.7386889),POINT (1.360915 48.725503),2389,356,2389,483
530138806,97922195,POINT (1.3463394 48.7384591),POINT (1.360915 48.725503),2956,373,2956,550
78691334,97922195,POINT (1.333307 48.705077),POINT (1.360915 48.725503),3551,338,3556,694
78867322,97922195,POINT (1.3750785 48.7210831),POINT (1.360915 48.725503),2489,341,1867,528
560575760,97922195,POINT (1.4349048 48.8507847),POINT (1.360915 48.725503),17543,1223,20955,4462
88588548,97922195,POINT (1.3501338 48.7386408),POINT (1.360915 48.725503),3275,439,3275,609
458296232,97922195,POINT (1.4188566 48.7488812),POINT (1.360915 48.725503),6827,665,6513,1366
691319767,97922195,POINT (1.3320168 48.7294692),POINT (1.360915 48.725503),3961,383,3517,613
197278699,97922195,POINT (1.2355952 48.5868825),POINT (1.360915 48.725503),20118,1230,22080,4199
628015504,97922195,POINT (1.3327037 48.7263435),POINT (1.360915 48.725503),3896,332,3396,656
79591205,97922195,POINT (1.3691916 48.7393644),POINT (1.360915 48.725503),2531,382,2531,529
78865175,97922195,POINT (1.4998347 48.6631322),POINT (1.360915 48.725503),19744,1212,15859,3209
863374497,97922195,POINT (1.3327037 48.7263435),POINT (1.360915 48.725503),3896,332,3396,656
1452775101,97922195,POINT (1.418432 48.717309),POINT (1.360915 48.725503),5648,551,6367,1481
1452858131,97922195,POINT (1.3704169 48.7768008),POINT (1.360915 48.725503),8962,761,7349,1757
814940942,97922195,POINT (1.3706892 48.7331743),POINT (1.360915 48.725503),1627,234,1627,322
714782168,97922195,POINT (1.3694258 48.7401583),POINT (1.360915 48.725503),2647,400,2647,568
751920795,97922195,POINT (1.3672421 48.7338212),POINT (1.360915 48.725503),1588,273,1588,360
99999999,97922195,POINT (1.3990408 48.747275),POINT (1.360915 48.725503),5237,537,4597,963
463037458,97922195,POINT (1.4034102 48.7683067),POINT (1.360915 48.725503),7054,668,8028,1594
662280369,97922195,POINT (1.498339 48.663093),POINT (1.360915 48.725503),19636,1196,15923,3290
297413132,97922195,POINT (1.5170344 48.6386578),POINT (1.360915 48.725503),24241,1353,19357,3921
607763952,97922195,POINT (1.4212087 48.7484748),POINT (1.360915 48.725503),6835,683,6520,1437
481413999,97922195,POINT (1.4167695 48.6649744),POINT (1.360915 48.725503),12928,811,10174,2096
712664807,97922195,POINT (1.370889 48.736134),POINT (1.360915 48.725503),2138,393,2017,489
569769242,97922195,POINT (1.3677647 48.7253435),POINT (1.360915 48.725503),1662,210,1040,320
584983158,97922195,POINT (1.2833024 48.7316474),POINT (1.360915 48.725503),7733,618,7646,1422
793803218,97922195,POINT (1.3505018 48.7380023),POINT (1.360915 48.725503),2854,363,2854,548
772073740,97922195,POINT (1.5335032 48.7169867),POINT (1.360915 48.725503),18847,1229,16157,3212
728081901,97922195,POINT (1.2023007 48.7573959),POINT (1.360915 48.725503),17478,1211,17140,3215
315244686,97922195,POINT (1.3637436 48.732218),POINT (1.360915 48.725503),841,87,841,169
82135699,97922195,POINT (1.376304 48.719157),POINT (1.360915 48.725503),2796,358,2152,575
559475456,78690893,POINT (1.3756893 48.7210523),POINT (1.364818 48.7147882),1256,226,1315,267
559277088,78690893,POINT (1.3756893 48.7210523),POINT (1.364818 48.7147882),1256,226,1315,267
87852633,78690893,POINT (1.4987735 48.691944),POINT (1.364818 48.7147882),14906,1094,14460,2898
243033408,78690893,POINT (1.332848 48.726393),POINT (1.364818 48.7147882),4446,389,4048,989
817127257,78690893,POINT (1.3833051 48.7249427),POINT (1.364818 48.7147882),2295,392,2470,511
480337694,78690893,POINT (1.3390499 48.7297346),POINT (1.364818 48.7147882),4129,437,3675,1005
87274454,78690893,POINT (1.465217 48.6745197),POINT (1.364818 48.7147882),15143,946,11765,2588
541258495,78690893,POINT (1.2034312 48.771986),POINT (1.364818 48.7147882),16895,1264,17655,3794
522099746,78690893,POINT (1.3745039 48.7290588),POINT (1.364818 48.7147882),2077,316,2231,504
192451998,78690893,POINT (1.3327037 48.7263435),POINT (1.364818 48.7147882),4434,388,4050,990
552306887,78690893,POINT (1.3748625 48.7296135),POINT (1.364818 48.7147882),2323,326,2290,514
803656603,78690893,POINT (1.3819999 48.7236),POINT (1.364818 48.7147882),1983,341,2042,451
446362468,78690893,POINT (1.436412 48.7251381),POINT (1.364818 48.7147882),8177,756,7204,1609
213156949,78690893,POINT (1.3400246 48.7286767),POINT (1.364818 48.7147882),4160,438,3618,987
867813356,78690893,POINT (1.2796346 48.6692689),POINT (1.364818 48.7147882),11183,717,10919,2207
658302934,78690893,POINT (1.3825654 48.7399113),POINT (1.364818 48.7147882),5467,446,3617,888
78899980,78690893,POINT (1.3760534 48.7188515),POINT (1.364818 48.7147882),1462,252,1351,363
197274024,78690893,POINT (1.3616833 48.7136486),POINT (1.364818 48.7147882),433,75,433,78
466678534,78690893,POINT (1.421348 48.7471879),POINT (1.364818 48.7147882),7608,686,6896,1617
658187452,78690893,POINT (1.3386537 48.7258805),POINT (1.364818 48.7147882),3977,410,3048,879
522610892,78690893,POINT (1.3680115 48.7386889),POINT (1.364818 48.7147882),3686,548,2912,801
530138806,78690893,POINT (1.3463394 48.7384591),POINT (1.364818 48.7147882),4764,445,4258,1001
78691334,78690893,POINT (1.333307 48.705077),POINT (1.364818 48.7147882),3700,414,4210,1028
78867322,78690893,POINT (1.3750785 48.7210831),POINT (1.364818 48.7147882),1225,251,1284,293
560575760,78690893,POINT (1.4349048 48.8507847),POINT (1.364818 48.7147882),20129,1315,22256,4913
88588548,78690893,POINT (1.3501338 48.7386408),POINT (1.364818 48.7147882),5082,511,4576,1060
458296232,78690893,POINT (1.4188566 48.7488812),POINT (1.364818 48.7147882),7729,695,7017,1595
691319767,78690893,POINT (1.3320168 48.7294692),POINT (1.364818 48.7147882),4500,441,4819,1064
197278699,78690893,POINT (1.2355952 48.5868825),POINT (1.364818 48.7147882),18743,1142,20949,3973
628015504,78690893,POINT (1.3327037 48.7263435),POINT (1.364818 48.7147882),4434,388,4050,990
79591205,78690893,POINT (1.3691916 48.7393644),POINT (1.364818 48.7147882),3437,510,3054,848
78865175,78690893,POINT (1.4998347 48.6631322),POINT (1.364818 48.7147882),18108,1133,15198,3090
863374497,78690893,POINT (1.3327037 48.7263435),POINT (1.364818 48.7147882),4434,388,4050,990
1452775101,78690893,POINT (1.418432 48.717309),POINT (1.364818 48.7147882),6327,436,5381,1359
1452858131,78690893,POINT (1.3704169 48.7768008),POINT (1.364818 48.7147882),10174,851,8650,2208
814940942,78690893,POINT (1.3706892 48.7331743),POINT (1.364818 48.7147882),2468,362,2473,659
714782168,78690893,POINT (1.3694258 48.7401583),POINT (1.364818 48.7147882),3552,528,3169,887
751920795,78690893,POINT (1.3672421 48.7338212),POINT (1.364818 48.7147882),2429,400,2434,697
99999999,78690893,POINT (1.3990408 48.747275),POINT (1.364818 48.7147882),7634,615,5101,1192
463037458,78690893,POINT (1.4034102 48.7683067),POINT (1.364818 48.7147882),9641,760,8551,1913
662280369,78690893,POINT (1.498339 48.663093),POINT (1.364818 48.7147882),18000,1118,15261,3171
297413132,78690893,POINT (1.5170344 48.6386578),POINT (1.364818 48.7147882),22605,1275,18774,3685
607763952,78690893,POINT (1.4212087 48.7484748),POINT (1.364818 48.7147882),7737,713,7025,1665
481413999,78690893,POINT (1.4167695 48.6649744),POINT (1.364818 48.7147882),11292,732,9591,1860
712664807,78690893,POINT (1.370889 48.736134),POINT (1.364818 48.7147882),2979,521,2862,826
569769242,78690893,POINT (1.3677647 48.7253435),POINT (1.364818 48.7147882),1398,193,1402,397
584983158,78690893,POINT (1.2833024 48.7316474),POINT (1.364818 48.7147882),8271,674,8306,1815
793803218,78690893,POINT (1.3505018 48.7380023),POINT (1.364818 48.7147882),4761,452,4155,999
772073740,78690893,POINT (1.5335032 48.7169867),POINT (1.364818 48.7147882),16233,1285,15261,3093
728081901,78690893,POINT (1.2023007 48.7573959),POINT (1.364818 48.7147882),18016,1268,17800,3608
315244686,78690893,POINT (1.3637436 48.732218),POINT (1.364818 48.7147882),2138,279,2143,620
82135699,78690893,POINT (1.376304 48.719157),POINT (1.364818 48.7147882),1532,268,1569,340
97922195,78690893,POINT (1.360915 48.725503),POINT (1.364818 48.7147882),2302,349,1587,514
559475456,479391393,POINT (1.3756893 48.7210523),POINT (1.3833051 48.7249427),992,162,992,191
559277088,479391393,POINT (1.3756893 48.7210523),POINT (1.3833051 48.7249427),992,162,992,191
87852633,479391393,POINT (1.4987735 48.691944),POINT (1.3833051 48.7249427),12377,977,12546,2492
243033408,479391393,POINT (1.332848 48.726393),POINT (1.3833051 48.7249427),4856,611,4890,1059
817127257,479391393,POINT (1.3833051 48.7249427),POINT (1.3833051 48.7249427),0,0,0,0
480337694,479391393,POINT (1.3390499 48.7297346),POINT (1.3833051 48.7249427),4483,649,4483,966
87274454,479391393,POINT (1.465217 48.6745197),POINT (1.3833051 48.7249427),9945,816,10790,2320
541258495,479391393,POINT (1.2034312 48.771986),POINT (1.3833051 48.7249427),18841,1451,18353,3811
522099746,479391393,POINT (1.3745039 48.7290588),POINT (1.3833051 48.7249427),1397,202,1177,286
192451998,479391393,POINT (1.3327037 48.7263435),POINT (1.3833051 48.7249427),4867,612,4888,1059
552306887,479391393,POINT (1.3748625 48.7296135),POINT (1.3833051 48.7249427),1335,194,1162,287
803656603,479391393,POINT (1.3819999 48.7236),POINT (1.3833051 48.7249427),312,62,312,67
446362468,479391393,POINT (1.436412 48.7251381),POINT (1.3833051 48.7249427),5648,638,5291,1203
213156949,479391393,POINT (1.3400246 48.7286767),POINT (1.3833051 48.7249427),4514,650,4514,966
867813356,479391393,POINT (1.2796346 48.6692689),POINT (1.3833051 48.7249427),14523,948,12321,2535
658302934,479391393,POINT (1.3825654 48.7399113),POINT (1.3833051 48.7249427),2582,343,2527,620
78899980,479391393,POINT (1.3760534 48.7188515),POINT (1.3833051 48.7249427),1130,180,1130,191
197274024,479391393,POINT (1.3616833 48.7136486),POINT (1.3833051 48.7249427),4305,367,2485,524
466678534,479391393,POINT (1.421348 48.7471879),POINT (1.3833051 48.7249427),5079,569,4887,1199
658187452,479391393,POINT (1.3386537 48.7258805),POINT (1.3833051 48.7249427),5221,693,5150,1052
522610892,479391393,POINT (1.3680115 48.7386889),POINT (1.3833051 48.7249427),2446,459,2504,710
530138806,479391393,POINT (1.3463394 48.7384591),POINT (1.3833051 48.7249427),4315,590,4315,960
78691334,479391393,POINT (1.333307 48.705077),POINT (1.3833051 48.7249427),7041,646,5612,1355
78867322,479391393,POINT (1.3750785 48.7210831),POINT (1.3833051 48.7249427),1044,192,1044,226
560575760,479391393,POINT (1.4349048 48.8507847),POINT (1.3833051 48.7249427),17046,1216,17562,3727
88588548,479391393,POINT (1.3501338 48.7386408),POINT (1.3833051 48.7249427),4633,656,3712,998
458296232,479391393,POINT (1.4188566 48.7488812),POINT (1.3833051 48.7249427),5200,578,5008,1176
691319767,479391393,POINT (1.3320168 48.7294692),POINT (1.3833051 48.7249427),4854,652,4875,1023
197278699,479391393,POINT (1.2355952 48.5868825),POINT (1.3833051 48.7249427),22083,1374,23001,4419
628015504,479391393,POINT (1.3327037 48.7263435),POINT (1.3833051 48.7249427),4867,612,4888,1059
79591205,479391393,POINT (1.3691916 48.7393644),POINT (1.3833051 48.7249427),2351,386,2434,700
78865175,479391393,POINT (1.4998347 48.6631322),POINT (1.3833051 48.7249427),13011,1011,13284,2685
863374497,479391393,POINT (1.3327037 48.7263435),POINT (1.3833051 48.7249427),4867,612,4888,1059
1452775101,479391393,POINT (1.418432 48.717309),POINT (1.3833051 48.7249427),3798,319,3792,956
1452858131,479391393,POINT (1.3704169 48.7768008),POINT (1.3833051 48.7249427),8717,764,8423,2135
814940942,479391393,POINT (1.3706892 48.7331743),POINT (1.3833051 48.7249427),1529,304,1529,472
714782168,479391393,POINT (1.3694258 48.7401583),POINT (1.3833051 48.7249427),2466,404,2549,739
751920795,479391393,POINT (1.3672421 48.7338212),POINT (1.3833051 48.7249427),2132,361,2164,602
99999999,479391393,POINT (1.3990408 48.747275),POINT (1.3833051 48.7249427),5107,511,3092,773
463037458,479391393,POINT (1.4034102 48.7683067),POINT (1.3833051 48.7249427),6810,672,7704,1799
662280369,479391393,POINT (1.498339 48.663093),POINT (1.3833051 48.7249427),12903,996,13347,2766
297413132,479391393,POINT (1.5170344 48.6386578),POINT (1.3833051 48.7249427),23979,1395,17450,3479
607763952,479391393,POINT (1.4212087 48.7484748),POINT (1.3833051 48.7249427),5208,596,5016,1247
481413999,479391393,POINT (1.4167695 48.6649744),POINT (1.3833051 48.7249427),12667,852,9283,1768
712664807,479391393,POINT (1.370889 48.736134),POINT (1.3833051 48.7249427),2480,415,1866,575
569769242,479391393,POINT (1.3677647 48.7253435),POINT (1.3833051 48.7249427),1581,241,1510,358
584983158,479391393,POINT (1.2833024 48.7316474),POINT (1.3833051 48.7249427),10887,943,9004,1832
793803218,479391393,POINT (1.3505018 48.7380023),POINT (1.3833051 48.7249427),4212,580,4212,959
772073740,479391393,POINT (1.5335032 48.7169867),POINT (1.3833051 48.7249427),13704,1168,13347,2687
728081901,479391393,POINT (1.2023007 48.7573959),POINT (1.3833051 48.7249427),18371,1480,18499,3626
315244686,479391393,POINT (1.3637436 48.732218),POINT (1.3833051 48.7249427),2199,304,2199,580
82135699,479391393,POINT (1.376304 48.719157),POINT (1.3833051 48.7249427),1164,191,1164,197
